,Participant,Word,Validity
0,Mads,salt,1
1,Mads,tab,1
2,Mads,bale,1
3,Mads,stale,1
4,Mads,table,1
5,Mads,tables,1
6,Mads,wat,1
7,Mads,la,1
8,Mads,law,1
9,Mads,laws,1
10,Mads,slate,1
11,Mads,walts,0
12,Mads,tesla,1
13,Mads,sale,1
14,Mads,bae,0
15,Mads,late,1
16,Mads,lat,1
17,Mads,able,1
18,Mads,sweat,1
19,Mads,tea,1
20,Mads,ate,1
21,Mads,ale,1
22,Mads,teas,1
23,Mads,be,1
24,Mads,a,0
25,Mads,awe,1
