,Participant,Word,Validity
0,CKB,stab,1
1,CKB,bas,1
2,CKB,west,1
3,CKB,lab,1
4,CKB,saw,1
5,CKB,bat,1
6,CKB,tab,1
7,CKB,saw,1
8,CKB,stew,1
9,CKB,table,1
10,CKB,tables,1
11,CKB,labs,1
12,CKB,salt,1
13,CKB,last,1
14,CKB,blast,1
15,CKB,tesla,1
16,CKB,base,1
17,CKB,bats,1
18,CKB,saw,1
19,CKB,least,1
20,CKB,last,1
21,CKB,least,1
22,CKB,beast,1
23,CKB,beat,1
24,CKB,sweat,1
