,Participant,Word,Validity
0,Mathilde,table,1
1,Mathilde,label,0
2,Mathilde,tesla,1
3,Mathilde,west,1
4,Mathilde,abe,0
5,Mathilde,sweat,1
6,Mathilde,seat,1
7,Mathilde,tea,1
8,Mathilde,belt,1
9,Mathilde,bet,1
10,Mathilde,was,1
11,Mathilde,wet,1
